indicador_id,data,hospital_id,leitos_ocupados,leitos_disponiveis,taxa_ocupacao,quantidade_atendimentos,casos_baixa_gravidade,casos_media_gravidade,casos_alta_gravidade,casos_criticos,tempo_espera_medio_min,falhas_comunicacao
IND02006,01/10/2025,HOSP084,152,18,0.89,0,0,0,0,0,26,0
IND02007,01/11/2025,HOSP084,146,24,0.86,2,0,1,1,0,23,0
IND02008,01/12/2025,HOSP084,138,32,0.81,0,0,0,0,0,24,0
IND02009,01/01/2026,HOSP084,148,22,0.87,0,0,0,0,0,23,0
IND02010,01/02/2026,HOSP084,156,14,0.92,0,0,0,0,0,33,0
IND02011,01/03/2026,HOSP084,153,17,0.9,1,0,1,0,0,40,1
IND02012,01/04/2026,HOSP084,150,20,0.88,0,0,0,0,0,31,0
IND02013,01/05/2026,HOSP084,148,22,0.87,0,0,0,0,0,34,0
IND02014,01/06/2026,HOSP084,150,20,0.88,1,0,0,1,0,39,0
IND02015,01/07/2026,HOSP084,152,18,0.89,0,0,0,0,0,21,0
IND02016,01/08/2026,HOSP084,140,30,0.82,5,0,4,0,1,26,2
IND02017,01/09/2024,HOSP085,203,42,0.83,1,0,1,0,0,10,0
IND02018,01/10/2024,HOSP085,193,52,0.79,0,0,0,0,0,26,0
IND02019,01/11/2024,HOSP085,206,39,0.84,1,0,0,1,0,40,0
IND02020,01/12/2024,HOSP085,218,27,0.89,0,0,0,0,0,36,0
IND02021,01/01/2025,HOSP085,199,46,0.81,0,0,0,0,0,31,0
IND02022,01/02/2025,HOSP085,209,36,0.85,0,0,0,0,0,36,0
IND02023,01/03/2025,HOSP085,208,37,0.85,0,0,0,0,0,35,0
IND02024,01/04/2025,HOSP085,206,39,0.84,0,0,0,0,0,33,0
IND02025,01/05/2025,HOSP085,223,22,0.91,2,0,1,1,0,34,0
IND02026,01/06/2025,HOSP085,217,28,0.89,1,0,0,1,0,24,0
IND02027,01/07/2025,HOSP085,200,45,0.82,4,2,1,1,0,29,0
IND02028,01/08/2025,HOSP085,210,35,0.86,1,0,0,1,0,9,0
IND02029,01/09/2025,HOSP085,210,35,0.86,2,0,0,2,0,20,0
IND02030,01/10/2025,HOSP085,195,50,0.8,1,0,0,1,0,20,0
IND02031,01/11/2025,HOSP085,205,40,0.84,0,0,0,0,0,25,0
IND02032,01/12/2025,HOSP085,197,48,0.8,0,0,0,0,0,28,0
IND02033,01/01/2026,HOSP085,201,44,0.82,0,0,0,0,0,31,0
IND02034,01/02/2026,HOSP085,204,41,0.83,0,0,0,0,0,43,0
IND02035,01/03/2026,HOSP085,200,45,0.82,0,0,0,0,0,33,0
IND02036,01/04/2026,HOSP085,197,48,0.8,0,0,0,0,0,28,0
IND02037,01/05/2026,HOSP085,211,34,0.86,1,0,1,0,0,38,1
IND02038,01/06/2026,HOSP085,219,26,0.89,0,0,0,0,0,30,0
IND02039,01/07/2026,HOSP085,197,48,0.8,0,0,0,0,0,31,0
IND02040,01/08/2026,HOSP085,205,40,0.84,1,0,0,1,0,35,0
IND02041,01/09/2024,HOSP086,180,20,0.9,0,0,0,0,0,28,0
IND02042,01/10/2024,HOSP086,164,36,0.82,0,0,0,0,0,33,0
IND02043,01/11/2024,HOSP086,164,36,0.82,0,0,0,0,0,35,0
IND02044,01/12/2024,HOSP086,161,39,0.81,0,0,0,0,0,43,0
IND02045,01/01/2025,HOSP086,166,34,0.83,0,0,0,0,0,38,0
IND02046,01/02/2025,HOSP086,179,21,0.9,0,0,0,0,0,31,0
IND02047,01/03/2025,HOSP086,162,38,0.81,0,0,0,0,0,25,0
IND02048,01/04/2025,HOSP086,163,37,0.81,0,0,0,0,0,22,0
IND02049,01/05/2025,HOSP086,169,31,0.84,0,0,0,0,0,35,0
IND02050,01/06/2025,HOSP086,151,49,0.76,0,0,0,0,0,36,0
IND02051,01/07/2025,HOSP086,171,29,0.85,0,0,0,0,0,38,0
IND02052,01/08/2025,HOSP086,177,23,0.89,0,0,0,0,0,31,0
IND02053,01/09/2025,HOSP086,189,11,0.94,0,0,0,0,0,29,0
IND02054,01/10/2025,HOSP086,181,19,0.91,0,0,0,0,0,29,0
IND02055,01/11/2025,HOSP086,172,28,0.86,0,0,0,0,0,34,0
IND02056,01/12/2025,HOSP086,173,27,0.86,0,0,0,0,0,17,0
IND02057,01/01/2026,HOSP086,159,41,0.8,0,0,0,0,0,19,0
IND02058,01/02/2026,HOSP086,165,35,0.82,0,0,0,0,0,14,0
IND02059,01/03/2026,HOSP086,164,36,0.82,0,0,0,0,0,26,0
IND02060,01/04/2026,HOSP086,164,36,0.82,1,1,0,0,0,12,0
IND02061,01/05/2026,HOSP086,180,20,0.9,0,0,0,0,0,28,0
IND02062,01/06/2026,HOSP086,168,32,0.84,0,0,0,0,0,36,0
IND02063,01/07/2026,HOSP086,161,39,0.81,2,0,0,2,0,34,1
IND02064,01/08/2026,HOSP086,176,24,0.88,0,0,0,0,0,29,0
IND02065,01/09/2024,HOSP087,137,38,0.78,1,0,1,0,0,32,0
IND02066,01/10/2024,HOSP087,143,32,0.82,1,0,1,0,0,39,0
IND02067,01/11/2024,HOSP087,154,21,0.88,1,0,0,1,0,37,0
IND02068,01/12/2024,HOSP087,144,31,0.82,0,0,0,0,0,32,0
IND02069,01/01/2025,HOSP087,151,24,0.86,2,0,0,2,0,34,0
IND02070,01/02/2025,HOSP087,149,26,0.85,1,0,0,1,0,30,0
IND02071,01/03/2025,HOSP087,148,27,0.85,3,0,1,2,0,37,0
IND02072,01/04/2025,HOSP087,132,43,0.75,1,0,1,0,0,21,0
IND02073,01/05/2025,HOSP087,153,22,0.87,3,0,0,2,1,33,1
IND02074,01/06/2025,HOSP087,146,29,0.83,2,0,1,1,0,20,0
IND02075,01/07/2025,HOSP087,156,19,0.89,2,1,1,0,0,33,0
IND02076,01/08/2025,HOSP087,149,26,0.85,1,0,0,1,0,42,0
IND02077,01/09/2025,HOSP087,162,13,0.93,2,0,1,1,0,29,0
IND02078,01/10/2025,HOSP087,149,26,0.85,1,0,1,0,0,59,0
IND02079,01/11/2025,HOSP087,153,22,0.87,0,0,0,0,0,28,0
IND02080,01/12/2025,HOSP087,133,42,0.76,0,0,0,0,0,26,0
IND02081,01/01/2026,HOSP087,137,38,0.78,1,0,1,0,0,33,0
IND02082,01/02/2026,HOSP087,146,29,0.83,1,0,1,0,0,30,0
IND02083,01/03/2026,HOSP087,137,38,0.78,0,0,0,0,0,23,0
IND02084,01/04/2026,HOSP087,144,31,0.82,0,0,0,0,0,30,0
IND02085,01/05/2026,HOSP087,145,30,0.83,2,0,1,1,0,50,0
IND02086,01/06/2026,HOSP087,150,25,0.86,0,0,0,0,0,29,0
IND02087,01/07/2026,HOSP087,136,39,0.78,0,0,0,0,0,23,0
IND02088,01/08/2026,HOSP087,148,27,0.85,2,1,1,0,0,32,0
IND02089,01/09/2024,HOSP088,204,26,0.89,0,0,0,0,0,26,0
IND02090,01/10/2024,HOSP088,201,29,0.87,0,0,0,0,0,23,0
IND02091,01/11/2024,HOSP088,207,23,0.9,0,0,0,0,0,24,0
IND02092,01/12/2024,HOSP088,215,15,0.93,2,1,1,0,0,28,0
IND02093,01/01/2025,HOSP088,211,19,0.92,1,0,0,0,1,26,0
IND02094,01/02/2025,HOSP088,212,18,0.92,0,0,0,0,0,36,0
IND02095,01/03/2025,HOSP088,224,6,0.97,2,0,2,0,0,18,0
IND02096,01/04/2025,HOSP088,200,30,0.87,0,0,0,0,0,31,0
IND02097,01/05/2025,HOSP088,205,25,0.89,5,1,1,3,0,30,0
IND02098,01/06/2025,HOSP088,204,26,0.89,0,0,0,0,0,32,0
IND02099,01/07/2025,HOSP088,205,25,0.89,4,0,1,3,0,40,0
IND02100,01/08/2025,HOSP088,198,32,0.86,2,0,2,0,0,34,0
IND02101,01/09/2025,HOSP088,206,24,0.9,1,0,0,1,0,35,0
IND02102,01/10/2025,HOSP088,215,15,0.93,2,0,1,0,1,36,1
IND02103,01/11/2025,HOSP088,206,24,0.9,1,0,0,1,0,16,1
IND02104,01/12/2025,HOSP088,197,33,0.86,1,0,0,1,0,13,0
IND02105,01/01/2026,HOSP088,206,24,0.9,0,0,0,0,0,23,0
IND02106,01/02/2026,HOSP088,201,29,0.87,0,0,0,0,0,26,0
IND02107,01/03/2026,HOSP088,203,27,0.88,4,0,1,3,0,25,0
IND02108,01/04/2026,HOSP088,197,33,0.86,1,0,0,0,1,49,0
IND02109,01/05/2026,HOSP088,215,15,0.93,0,0,0,0,0,36,0
IND02110,01/06/2026,HOSP088,211,19,0.92,0,0,0,0,0,25,0
IND02111,01/07/2026,HOSP088,211,19,0.92,1,0,0,1,0,18,0
IND02112,01/08/2026,HOSP088,218,12,0.95,1,0,0,1,0,41,0
IND02113,01/09/2024,HOSP089,149,11,0.93,0,0,0,0,0,25,0
IND02114,01/10/2024,HOSP089,141,19,0.88,0,0,0,0,0,33,0
IND02115,01/11/2024,HOSP089,138,22,0.86,0,0,0,0,0,36,0
IND02116,01/12/2024,HOSP089,138,22,0.86,0,0,0,0,0,36,0
IND02117,01/01/2025,HOSP089,136,24,0.85,0,0,0,0,0,30,0
IND02118,01/02/2025,HOSP089,144,16,0.9,0,0,0,0,0,25,0
IND02119,01/03/2025,HOSP089,146,14,0.91,1,0,0,1,0,33,1
IND02120,01/04/2025,HOSP089,151,9,0.94,1,1,0,0,0,35,0
IND02121,01/05/2025,HOSP089,150,10,0.94,1,0,1,0,0,21,0
IND02122,01/06/2025,HOSP089,147,13,0.92,0,0,0,0,0,31,0
IND02123,01/07/2025,HOSP089,137,23,0.86,0,0,0,0,0,32,0
IND02124,01/08/2025,HOSP089,132,28,0.82,0,0,0,0,0,28,0
IND02125,01/09/2025,HOSP089,145,15,0.91,2,0,0,2,0,34,0
IND02126,01/10/2025,HOSP089,135,25,0.84,2,0,1,1,0,28,0
IND02127,01/11/2025,HOSP089,138,22,0.86,0,0,0,0,0,28,0
IND02128,01/12/2025,HOSP089,136,24,0.85,2,0,0,2,0,40,0
IND02129,01/01/2026,HOSP089,137,23,0.86,1,1,0,0,0,42,0
IND02130,01/02/2026,HOSP089,133,27,0.83,0,0,0,0,0,33,0
IND02131,01/03/2026,HOSP089,140,20,0.88,1,0,0,1,0,25,0
IND02132,01/04/2026,HOSP089,140,20,0.88,2,0,0,2,0,31,0
IND02133,01/05/2026,HOSP089,143,17,0.89,1,0,1,0,0,30,0
IND02134,01/06/2026,HOSP089,138,22,0.86,1,0,0,1,0,30,0
IND02135,01/07/2026,HOSP089,145,15,0.91,2,0,0,2,0,30,0
IND02136,01/08/2026,HOSP089,143,17,0.89,3,0,1,2,0,26,0
IND02137,01/09/2024,HOSP090,169,86,0.66,1,0,1,0,0,26,0
IND02138,01/10/2024,HOSP090,174,81,0.68,0,0,0,0,0,40,0
IND02139,01/11/2024,HOSP090,173,82,0.68,0,0,0,0,0,19,0
IND02140,01/12/2024,HOSP090,167,88,0.65,0,0,0,0,0,29,0
IND02141,01/01/2025,HOSP090,180,75,0.71,0,0,0,0,0,20,0
IND02142,01/02/2025,HOSP090,179,76,0.7,1,0,0,1,0,13,0
IND02143,01/03/2025,HOSP090,168,87,0.66,2,0,0,2,0,29,0
IND02144,01/04/2025,HOSP090,176,79,0.69,0,0,0,0,0,29,0
IND02145,01/05/2025,HOSP090,191,64,0.75,3,0,2,0,1,31,0
IND02146,01/06/2025,HOSP090,176,79,0.69,0,0,0,0,0,27,0
IND02147,01/07/2025,HOSP090,183,72,0.72,1,0,0,1,0,40,0
IND02148,01/08/2025,HOSP090,172,83,0.67,0,0,0,0,0,41,0
IND02149,01/09/2025,HOSP090,173,82,0.68,2,0,1,0,1,34,0
IND02150,01/10/2025,HOSP090,181,74,0.71,0,0,0,0,0,32,0
IND02151,01/11/2025,HOSP090,178,77,0.7,1,0,1,0,0,30,0
IND02152,01/12/2025,HOSP090,166,89,0.65,0,0,0,0,0,23,0
IND02153,01/01/2026,HOSP090,169,86,0.66,2,1,0,1,0,31,0
IND02154,01/02/2026,HOSP090,173,82,0.68,0,0,0,0,0,38,0
IND02155,01/03/2026,HOSP090,163,92,0.64,0,0,0,0,0,20,0
IND02156,01/04/2026,HOSP090,174,81,0.68,1,0,0,1,0,14,0
IND02157,01/05/2026,HOSP090,182,73,0.71,3,0,1,0,2,23,0
IND02158,01/06/2026,HOSP090,176,79,0.69,1,0,1,0,0,37,0
IND02159,01/07/2026,HOSP090,179,76,0.7,1,0,0,1,0,32,0
IND02160,01/08/2026,HOSP090,184,71,0.72,4,0,0,4,0,28,0
IND02161,01/09/2024,HOSP091,166,19,0.9,1,0,0,1,0,47,0
IND02162,01/10/2024,HOSP091,170,15,0.92,0,0,0,0,0,33,0
IND02163,01/11/2024,HOSP091,176,9,0.95,1,0,0,1,0,40,0
IND02164,01/12/2024,HOSP091,174,11,0.94,2,0,1,1,0,35,0
IND02165,01/01/2025,HOSP091,164,21,0.89,4,1,2,1,0,25,0
IND02166,01/02/2025,HOSP091,157,28,0.85,1,0,0,1,0,18,1
IND02167,01/03/2025,HOSP091,173,12,0.94,5,1,0,3,1,34,0
IND02168,01/04/2025,HOSP091,167,18,0.9,2,0,2,0,0,31,0
IND02169,01/05/2025,HOSP091,172,13,0.93,1,0,0,1,0,38,0
IND02170,01/06/2025,HOSP091,178,7,0.96,6,2,0,3,1,28,0
IND02171,01/07/2025,HOSP091,179,6,0.97,3,0,0,3,0,26,0
IND02172,01/08/2025,HOSP091,160,25,0.86,1,0,0,0,1,21,0
IND02173,01/09/2025,HOSP091,163,22,0.88,1,0,0,1,0,5,1
IND02174,01/10/2025,HOSP091,167,18,0.9,1,1,0,0,0,17,0
IND02175,01/11/2025,HOSP091,167,18,0.9,1,0,0,0,1,24,0
IND02176,01/12/2025,HOSP091,168,17,0.91,1,0,0,1,0,38,0
IND02177,01/01/2026,HOSP091,174,11,0.94,0,0,0,0,0,40,0
IND02178,01/02/2026,HOSP091,166,19,0.9,1,0,0,1,0,18,0
IND02179,01/03/2026,HOSP091,161,24,0.87,1,0,0,0,1,27,0
IND02180,01/04/2026,HOSP091,166,19,0.9,2,0,2,0,0,33,0
IND02181,01/05/2026,HOSP091,171,14,0.92,0,0,0,0,0,31,0
IND02182,01/06/2026,HOSP091,164,21,0.89,2,1,0,1,0,28,0
IND02183,01/07/2026,HOSP091,181,4,0.98,0,0,0,0,0,33,0
IND02184,01/08/2026,HOSP091,165,20,0.89,4,1,1,2,0,35,0
IND02185,01/09/2024,HOSP092,145,45,0.76,0,0,0,0,0,32,0
IND02186,01/10/2024,HOSP092,149,41,0.78,0,0,0,0,0,28,0
IND02187,01/11/2024,HOSP092,145,45,0.76,0,0,0,0,0,31,0
IND02188,01/12/2024,HOSP092,157,33,0.83,0,0,0,0,0,20,0
IND02189,01/01/2025,HOSP092,151,39,0.79,0,0,0,0,0,32,0
IND02190,01/02/2025,HOSP092,146,44,0.77,0,0,0,0,0,25,0
IND02191,01/03/2025,HOSP092,153,37,0.81,1,0,1,0,0,26,0
IND02192,01/04/2025,HOSP092,150,40,0.79,0,0,0,0,0,34,0
IND02193,01/05/2025,HOSP092,146,44,0.77,0,0,0,0,0,27,0
IND02194,01/06/2025,HOSP092,133,57,0.7,0,0,0,0,0,28,0
IND02195,01/07/2025,HOSP092,154,36,0.81,0,0,0,0,0,28,0
IND02196,01/08/2025,HOSP092,142,48,0.75,0,0,0,0,0,24,0
IND02197,01/09/2025,HOSP092,152,38,0.8,0,0,0,0,0,32,0
IND02198,01/10/2025,HOSP092,144,46,0.76,0,0,0,0,0,28,0
IND02199,01/11/2025,HOSP092,148,42,0.78,0,0,0,0,0,23,0
IND02200,01/12/2025,HOSP092,151,39,0.79,0,0,0,0,0,26,0
IND02201,01/01/2026,HOSP092,149,41,0.78,1,0,0,0,1,22,0
IND02202,01/02/2026,HOSP092,144,46,0.76,0,0,0,0,0,28,0
IND02203,01/03/2026,HOSP092,138,52,0.73,1,0,0,1,0,35,0
IND02204,01/04/2026,HOSP092,159,31,0.84,1,0,0,1,0,36,0
IND02205,01/05/2026,HOSP092,161,29,0.85,1,0,0,1,0,20,0
IND02206,01/06/2026,HOSP092,161,29,0.85,4,0,4,0,0,35,0
IND02207,01/07/2026,HOSP092,145,45,0.76,1,0,0,1,0,30,0
IND02208,01/08/2026,HOSP092,151,39,0.79,0,0,0,0,0,31,0
IND02209,01/09/2024,HOSP093,156,54,0.74,0,0,0,0,0,30,0
IND02210,01/10/2024,HOSP093,158,52,0.75,0,0,0,0,0,26,0
IND02211,01/11/2024,HOSP093,148,62,0.7,0,0,0,0,0,31,0
IND02212,01/12/2024,HOSP093,175,35,0.83,0,0,0,0,0,42,0
IND02213,01/01/2025,HOSP093,162,48,0.77,0,0,0,0,0,27,0
IND02214,01/02/2025,HOSP093,162,48,0.77,1,0,0,1,0,24,0
IND02215,01/03/2025,HOSP093,143,67,0.68,1,0,0,1,0,44,0
IND02216,01/04/2025,HOSP093,172,38,0.82,0,0,0,0,0,12,0
IND02217,01/05/2025,HOSP093,152,58,0.72,2,0,1,1,0,30,0
IND02218,01/06/2025,HOSP093,155,55,0.74,0,0,0,0,0,22,0
IND02219,01/07/2025,HOSP093,144,66,0.69,0,0,0,0,0,25,0
IND02220,01/08/2025,HOSP093,159,51,0.76,0,0,0,0,0,36,0
IND02221,01/09/2025,HOSP093,159,51,0.76,1,0,1,0,0,16,0
IND02222,01/10/2025,HOSP093,158,52,0.75,0,0,0,0,0,36,0
IND02223,01/11/2025,HOSP093,157,53,0.75,0,0,0,0,0,26,0
IND02224,01/12/2025,HOSP093,153,57,0.73,0,0,0,0,0,30,0
IND02225,01/01/2026,HOSP093,147,63,0.7,0,0,0,0,0,28,0
IND02226,01/02/2026,HOSP093,162,48,0.77,0,0,0,0,0,22,0
IND02227,01/03/2026,HOSP093,161,49,0.77,0,0,0,0,0,29,0
IND02228,01/04/2026,HOSP093,168,42,0.8,0,0,0,0,0,31,0
IND02229,01/05/2026,HOSP093,155,55,0.74,0,0,0,0,0,23,0
IND02230,01/06/2026,HOSP093,158,52,0.75,0,0,0,0,0,30,0
IND02231,01/07/2026,HOSP093,163,47,0.78,0,0,0,0,0,36,0
IND02232,01/08/2026,HOSP093,155,55,0.74,1,0,0,1,0,22,0
IND02233,01/09/2024,HOSP094,130,20,0.87,1,0,0,1,0,42,0
IND02234,01/10/2024,HOSP094,146,4,0.97,1,0,1,0,0,26,0
IND02235,01/11/2024,HOSP094,126,24,0.84,2,0,1,1,0,24,0
IND02236,01/12/2024,HOSP094,134,16,0.89,2,0,0,2,0,35,0
IND02237,01/01/2025,HOSP094,132,18,0.88,3,0,2,1,0,20,0
IND02238,01/02/2025,HOSP094,127,23,0.85,1,0,1,0,0,32,0
IND02239,01/03/2025,HOSP094,134,16,0.89,1,0,0,1,0,29,0
IND02240,01/04/2025,HOSP094,134,16,0.89,1,0,0,0,1,44,0
IND02241,01/05/2025,HOSP094,143,7,0.95,0,0,0,0,0,19,0
IND02242,01/06/2025,HOSP094,131,19,0.87,0,0,0,0,0,30,0
IND02243,01/07/2025,HOSP094,137,13,0.91,0,0,0,0,0,34,0
IND02244,01/08/2025,HOSP094,132,18,0.88,0,0,0,0,0,35,0
IND02245,01/09/2025,HOSP094,137,13,0.91,0,0,0,0,0,22,0
IND02246,01/10/2025,HOSP094,130,20,0.87,1,0,0,1,0,44,0
IND02247,01/11/2025,HOSP094,127,23,0.85,0,0,0,0,0,27,0
IND02248,01/12/2025,HOSP094,136,14,0.91,2,0,0,2,0,20,0
IND02249,01/01/2026,HOSP094,138,12,0.92,0,0,0,0,0,29,0
IND02250,01/02/2026,HOSP094,124,26,0.83,1,0,0,0,1,17,0
IND02251,01/03/2026,HOSP094,135,15,0.9,0,0,0,0,0,35,0
IND02252,01/04/2026,HOSP094,135,15,0.9,0,0,0,0,0,40,0
IND02253,01/05/2026,HOSP094,126,24,0.84,1,0,0,1,0,28,0
IND02254,01/06/2026,HOSP094,128,22,0.85,0,0,0,0,0,30,0
IND02255,01/07/2026,HOSP094,131,19,0.87,2,0,1,1,0,38,1
IND02256,01/08/2026,HOSP094,133,17,0.89,3,0,3,0,0,28,0
IND02257,01/09/2024,HOSP095,233,7,0.97,0,0,0,0,0,36,0
IND02258,01/10/2024,HOSP095,228,12,0.95,0,0,0,0,0,28,0
IND02259,01/11/2024,HOSP095,212,28,0.88,1,0,0,1,0,41,0
IND02260,01/12/2024,HOSP095,221,19,0.92,1,0,0,0,1,47,0
IND02261,01/01/2025,HOSP095,229,11,0.95,1,0,1,0,0,60,0
IND02262,01/02/2025,HOSP095,224,16,0.93,0,0,0,0,0,27,0
IND02263,01/03/2025,HOSP095,206,34,0.86,1,0,0,1,0,5,0
IND02264,01/04/2025,HOSP095,204,36,0.85,2,0,1,0,1,26,0
IND02265,01/05/2025,HOSP095,219,21,0.91,0,0,0,0,0,35,0
IND02266,01/06/2025,HOSP095,225,15,0.94,0,0,0,0,0,39,0
IND02267,01/07/2025,HOSP095,213,27,0.89,1,0,0,1,0,35,0
IND02268,01/08/2025,HOSP095,212,28,0.88,0,0,0,0,0,40,0
IND02269,01/09/2025,HOSP095,205,35,0.85,0,0,0,0,0,25,0
IND02270,01/10/2025,HOSP095,211,29,0.88,0,0,0,0,0,23,0
IND02271,01/11/2025,HOSP095,218,22,0.91,1,0,0,1,0,38,0
IND02272,01/12/2025,HOSP095,211,29,0.88,0,0,0,0,0,39,0
IND02273,01/01/2026,HOSP095,216,24,0.9,0,0,0,0,0,16,0
IND02274,01/02/2026,HOSP095,230,10,0.96,1,0,0,1,0,34,0
IND02275,01/03/2026,HOSP095,198,42,0.82,0,0,0,0,0,28,0
IND02276,01/04/2026,HOSP095,222,18,0.93,0,0,0,0,0,25,0
IND02277,01/05/2026,HOSP095,219,21,0.91,1,0,0,1,0,27,0
IND02278,01/06/2026,HOSP095,222,18,0.93,0,0,0,0,0,37,0
IND02279,01/07/2026,HOSP095,216,24,0.9,0,0,0,0,0,30,0
IND02280,01/08/2026,HOSP095,221,19,0.92,0,0,0,0,0,32,0
IND02281,01/09/2024,HOSP096,181,14,0.93,1,0,0,1,0,35,0
IND02282,01/10/2024,HOSP096,171,24,0.88,3,0,1,1,1,27,0
IND02283,01/11/2024,HOSP096,178,17,0.91,2,0,2,0,0,29,0
IND02284,01/12/2024,HOSP096,174,21,0.89,3,0,1,2,0,37,0
IND02285,01/01/2025,HOSP096,172,23,0.88,3,0,1,2,0,30,0
IND02286,01/02/2025,HOSP096,167,28,0.86,6,0,2,3,1,40,0
IND02287,01/03/2025,HOSP096,163,32,0.84,2,0,2,0,0,30,0
IND02288,01/04/2025,HOSP096,161,34,0.83,2,0,2,0,0,40,0
IND02289,01/05/2025,HOSP096,174,21,0.89,0,0,0,0,0,30,0
IND02290,01/06/2025,HOSP096,170,25,0.87,4,0,0,3,1,45,0
IND02291,01/07/2025,HOSP096,172,23,0.88,2,0,1,1,0,19,0
IND02292,01/08/2025,HOSP096,161,34,0.83,2,0,2,0,0,22,0
IND02293,01/09/2025,HOSP096,161,34,0.83,1,0,0,1,0,15,0
IND02294,01/10/2025,HOSP096,165,30,0.85,2,0,0,1,1,20,0
IND02295,01/11/2025,HOSP096,164,31,0.84,0,0,0,0,0,27,0
IND02296,01/12/2025,HOSP096,171,24,0.88,2,0,0,1,1,38,0
IND02297,01/01/2026,HOSP096,180,15,0.92,1,0,1,0,0,38,0
IND02298,01/02/2026,HOSP096,177,18,0.91,0,0,0,0,0,32,0
IND02299,01/03/2026,HOSP096,167,28,0.86,0,0,0,0,0,23,0
IND02300,01/04/2026,HOSP096,162,33,0.83,2,0,0,1,1,31,0
IND02301,01/05/2026,HOSP096,170,25,0.87,1,0,0,1,0,26,0
IND02302,01/06/2026,HOSP096,169,26,0.87,2,0,1,0,1,24,0
IND02303,01/07/2026,HOSP096,160,35,0.82,2,0,1,0,1,20,0
IND02304,01/08/2026,HOSP096,159,36,0.82,6,1,3,1,1,27,0
IND02305,01/09/2024,HOSP097,152,28,0.84,1,1,0,0,0,47,1
IND02306,01/10/2024,HOSP097,150,30,0.83,0,0,0,0,0,23,0
IND02307,01/11/2024,HOSP097,154,26,0.86,2,0,1,1,0,26,0
IND02308,01/12/2024,HOSP097,152,28,0.84,1,0,0,1,0,29,0
IND02309,01/01/2025,HOSP097,154,26,0.86,2,0,2,0,0,40,0
IND02310,01/02/2025,HOSP097,152,28,0.84,0,0,0,0,0,26,0
IND02311,01/03/2025,HOSP097,150,30,0.83,0,0,0,0,0,28,0
IND02312,01/04/2025,HOSP097,161,19,0.89,3,0,2,1,0,39,1
IND02313,01/05/2025,HOSP097,161,19,0.89,1,0,0,0,1,22,0
IND02314,01/06/2025,HOSP097,157,23,0.87,0,0,0,0,0,25,0
IND02315,01/07/2025,HOSP097,146,34,0.81,2,0,0,1,1,30,0
IND02316,01/08/2025,HOSP097,145,35,0.81,0,0,0,0,0,30,0
IND02317,01/09/2025,HOSP097,151,29,0.84,1,1,0,0,0,28,0
IND02318,01/10/2025,HOSP097,164,16,0.91,3,0,1,2,0,34,0
IND02319,01/11/2025,HOSP097,141,39,0.78,0,0,0,0,0,42,0
IND02320,01/12/2025,HOSP097,140,40,0.78,2,0,1,1,0,32,0
IND02321,01/01/2026,HOSP097,152,28,0.84,1,0,0,1,0,49,1
IND02322,01/02/2026,HOSP097,149,31,0.83,1,0,0,1,0,18,0
IND02323,01/03/2026,HOSP097,150,30,0.83,1,1,0,0,0,23,0
IND02324,01/04/2026,HOSP097,162,18,0.9,1,0,0,0,1,33,0
IND02325,01/05/2026,HOSP097,150,30,0.83,2,0,1,0,1,27,0
IND02326,01/06/2026,HOSP097,134,46,0.74,0,0,0,0,0,27,0
IND02327,01/07/2026,HOSP097,158,22,0.88,2,0,0,2,0,28,0
IND02328,01/08/2026,HOSP097,148,32,0.82,3,0,1,1,1,26,0
IND02329,01/09/2024,HOSP098,170,55,0.76,4,0,1,2,1,25,1
IND02330,01/10/2024,HOSP098,156,69,0.69,0,0,0,0,0,34,0
IND02331,01/11/2024,HOSP098,158,67,0.7,0,0,0,0,0,27,0
IND02332,01/12/2024,HOSP098,161,64,0.72,4,0,1,1,2,33,0
IND02333,01/01/2025,HOSP098,142,83,0.63,1,1,0,0,0,35,0
IND02334,01/02/2025,HOSP098,138,87,0.61,2,0,1,1,0,28,0
IND02335,01/03/2025,HOSP098,142,83,0.63,1,0,0,1,0,37,0
IND02336,01/04/2025,HOSP098,161,64,0.72,1,0,0,1,0,46,0
IND02337,01/05/2025,HOSP098,152,73,0.68,1,0,0,1,0,37,0
IND02338,01/06/2025,HOSP098,149,76,0.66,2,0,1,1,0,41,0
IND02339,01/07/2025,HOSP098,155,70,0.69,3,0,1,2,0,26,0
IND02340,01/08/2025,HOSP098,158,67,0.7,0,0,0,0,0,36,0
IND02341,01/09/2025,HOSP098,160,65,0.71,1,0,0,1,0,15,0
IND02342,01/10/2025,HOSP098,147,78,0.65,3,0,1,2,0,28,1
IND02343,01/11/2025,HOSP098,144,81,0.64,1,0,0,0,1,20,0
IND02344,01/12/2025,HOSP098,154,71,0.68,0,0,0,0,0,22,0
IND02345,01/01/2026,HOSP098,143,82,0.64,4,0,2,1,1,23,1
IND02346,01/02/2026,HOSP098,147,78,0.65,0,0,0,0,0,34,0
IND02347,01/03/2026,HOSP098,145,80,0.64,3,1,1,1,0,25,0
IND02348,01/04/2026,HOSP098,145,80,0.64,1,0,0,1,0,42,0
IND02349,01/05/2026,HOSP098,146,79,0.65,2,0,0,1,1,18,0
IND02350,01/06/2026,HOSP098,156,69,0.69,0,0,0,0,0,31,0
IND02351,01/07/2026,HOSP098,146,79,0.65,2,0,1,1,0,32,0
IND02352,01/08/2026,HOSP098,156,69,0.69,2,0,1,0,1,30,1
